episode,reward,score,snake_length,steps,epsilon,avg_loss,num_learning_updates,termination_reason
81,6.080000000000002,1,4,34,0.6662995813682115,0.06735928170382977,34,wall_collision
82,45.53000000000006,5,8,103,0.6629680834613705,0.10078725884939788,103,self_collision
83,16.900000000000006,2,5,153,0.6596532430440636,0.08596655740128721,153,wall_collision
84,-4.37,0,3,28,0.6563549768288433,0.12962084523003017,28,wall_collision
85,16.430000000000003,2,5,50,0.653073201944699,0.06017700490541756,50,self_collision
86,15.400000000000002,2,5,63,0.6498078359349755,0.08798099165072754,63,self_collision
87,37.060000000000066,4,7,99,0.6465587967553006,0.09713589510823967,99,self_collision
88,4.950000000000015,1,4,117,0.6433260027715241,0.10960733072641186,117,wall_collision
89,15.990000000000009,2,5,74,0.6401093727576664,0.08174733498536453,74,wall_collision
90,-4.15,0,3,26,0.6369088258938781,0.10552513050452735,26,wall_collision
91,15.719999999999999,2,5,31,0.6337242817644086,0.13448686806875612,31,self_collision
92,16.630000000000003,2,5,50,0.6305556603555866,0.11857171945273876,50,self_collision
93,15.540000000000003,2,5,29,0.6274028820538087,0.10335674384962125,29,self_collision
94,5.84,1,4,38,0.6242658676435396,0.11521172540654477,38,wall_collision
95,6.07,1,4,25,0.6211445383053219,0.14085310321301223,25,wall_collision
96,16.590000000000003,2,5,54,0.6180388156137953,0.1474490606320884,54,self_collision
97,16.13000000000001,2,5,80,0.6149486215357263,0.15339621596504002,80,self_collision
98,35.290000000000006,4,7,46,0.6118738784280476,0.1717798332987434,46,self_collision
99,27.23000000000001,3,6,71,0.6088145090359074,0.1546306608074253,71,wall_collision
100,-4.47,0,3,38,0.6057704364907278,0.15250384234088032,38,wall_collision
